Market_Cap,Percent24,Name,Price,Percent7d,Volume,Circulating_Supply,Percent1,Symbol
4.50%,Patientory,-11.57%,-18.78%,$0.538466,"$3,026,710","$37,692,620","70,000,000",PTOY
0.85%,Databits,-11.56%,6.17%,$1.66,"$389,729","$37,689,934","22,747,809",DTB
-0.06%,Nexium,-8.79%,-27.34%,$0.565273,"$675,179","$37,602,856","66,521,586",NXC
3.03%,ArtByte,55.64%,91.51%,$0.047390,"$7,508,260","$37,558,578",,ABY
4.37%,FedoraCoin,-6.70%,-21.43%,$0.000084,"$60,287","$37,442,881","443,168,182,458",TIPS
0.86%,Incent,-14.29%,-8.33%,$0.807642,"$515,460","$37,164,940","46,016,602",INCNT
0.69%,Open Trading ...,-3.77%,12.32%,$10.25,"$105,243","$36,837,694","3,592,379",OTN
1.92%,Polybius,0.76%,-15.65%,$9.57,"$955,902","$36,556,439","3,820,954",PLBT
-1.92%,Musicoin,-11.74%,7.48%,$0.065875,"$2,887,540","$36,111,403","548,184,026",MUSIC
0.50%,Hush,19.30%,114.63%,$16.07,"$1,036,350","$36,033,836","2,242,500",HUSH
0.64%,Boolberry,-3.62%,80.56%,$3.27,"$19,892","$35,640,189","10,912,222",BBR
1.99%,KickCoin,-10.09%,-30.63%,$0.110723,"$1,063,010","$35,557,339","321,137,782",KICK
0.84%,FoldingCoin,-12.52%,-12.02%,$0.061027,"$1,272,820","$34,104,905","558,851,270",FLDC
-6.98%,MyWish,-11.80%,54.78%,$1.89,"$403,099","$33,756,264","17,873,602",WISH
0.83%,Ormeus Coin,-6.40%,-5.76%,$1.95,"$713,679","$33,218,756","17,029,321",ORME
-0.64%,Aventus,-5.09%,14.42%,$5.52,"$2,530,080","$33,114,900","6,000,000",AVT
0.22%,E-coin,-16.22%,-5.05%,$6.69,"$3,301","$33,084,185","4,948,789",ECN
2.15%,Paragon,-8.70%,-28.74%,$0.508363,"$114,960","$33,011,383","64,936,637",PRG
2.36%,Steem Dollars,-8.60%,-35.56%,$5.65,"$3,064,060","$32,963,132","5,838,874",SBD
2.41%,PoSW Coin,-7.38%,-15.73%,$0.746002,"$419,332","$32,898,688","44,100,000",POSW
4.34%,Vsync,-5.96%,81.97%,$0.203532,"$205,620","$32,573,297","160,040,176",VSX
1.14%,Quantum,4.34%,4.21%,$0.422086,"$67,896","$32,370,625","76,692,014",QAU
0.87%,Clams,0.13%,0.06%,$11.50,"$504,837","$32,355,949","2,813,194",CLAM
0.54%,Global Curren...,-8.18%,-28.94%,$0.306148,"$778,131","$31,718,344","103,604,609",GCR
1.03%,Soarcoin,-7.19%,28.20%,$0.040743,"$72,651","$31,597,047","775,517,078",SOAR
3.99%,LUXCoin,32.58%,197.75%,$37.56,"$3,300,560","$31,301,161","833,364",LUX
-1.79%,Gambit,-11.57%,11.74%,$25.88,"$105,966","$31,066,003","1,200,271",GAM
-13.78%,ALQO,-18.87%,70.33%,$1.61,"$259,883","$30,911,693","19,206,251",ALQO
1.03%,Stealthcoin,-5.34%,-18.48%,$1.10,"$184,079","$30,745,449","27,834,263",XST
3.24%,SportyFi,-9.98%,166.88%,$0.612496,"$852,687","$30,672,738","50,078,266",SPF
-0.04%,MyBit Token,-0.31%,60.02%,$10.90,"$69,883","$30,524,649","2,799,476",MYB
2.70%,PinkCoin,-1.02%,23.71%,$0.080031,"$1,100,810","$30,244,208","377,904,749",PINK
0.92%,Chronobank,-7.85%,28.14%,$42.46,"$580,397","$30,154,230","710,113",TIME
4.95%,Autonio,-27.25%,91.43%,$0.456155,"$161,625","$30,027,833","65,828,135",NIO
0.59%,OracleChain,1.21%,14.31%,$0.998838,"$178,635","$29,965,140","30,000,000",OCT
-0.18%,Zoin,-5.78%,-15.51%,$1.87,"$375,902","$29,889,503","15,979,163",ZOI
0.83%,Sequence,-9.43%,17.65%,$0.659613,"$479,629","$29,879,380","45,298,349",SEQ
0.99%,DAO.Casino,-6.04%,29.84%,$0.178380,"$50,711","$29,837,769","167,270,821",BET
0.44%,Circuits of V...,-10.45%,-17.04%,$0.029667,"$497,331","$29,666,900","1,000,000,000",COVAL
0.82%,BitDice,10.25%,0.74%,$0.421802,"$77,659","$29,526,140","70,000,000",CSNO
0.00%,BitSend,-7.54%,19.05%,$1.65,"$22,856,800","$29,383,687","17,817,150",BSD
3.15%,Swarm City,-7.93%,-18.17%,$3.62,"$674,610","$29,048,190","8,016,899",SWT
4.35%,Creditbit,74.83%,110.48%,$1.74,"$6,977,740","$28,775,404","16,545,196",CRB
-18.39%,RussiaCoin,-50.13%,708.60%,$3.43,"$392,822","$28,735,518","8,377,873",RC
-1.15%,Waves Communi...,-4.89%,-16.00%,$2.83,"$65,542","$28,265,322",,WCT
2.05%,Upfiring,-20.69%,238.32%,$1.62,"$812,136","$28,228,194","17,400,000",UFR
2.90%,Primas,-7.43%,-27.23%,$0.549402,"$445,174","$28,129,382","51,200,000",PST
0.93%,Bitcrystals,-3.82%,20.70%,$1.19,"$413,430","$27,582,398","23,187,059",BCY
3.67%,Social Send,62.94%,120.96%,$0.870963,"$1,443,730","$27,474,397","31,544,850",SEND
-0.58%,bitUSD,-1.22%,-0.44%,$0.931482,"$5,298,960","$26,954,760","28,937,500",BITUSD
1.13%,GeoCoin,-9.58%,-57.51%,$7.89,"$556,900","$26,677,404","3,380,194",GEO
-3.73%,FlypMe,-8.60%,181.00%,$1.49,"$193,514","$26,281,987","17,638,681",FYP
1.40%,ICOS,0.93%,28.73%,$45.09,"$75,829","$26,267,670","582,551",ICOS
-5.12%,Bulwark,2.76%,28.81%,$13.02,"$805,728","$26,111,853","2,005,549",BWK
0.55%,Internet of P...,-6.30%,-27.05%,$7.89,"$1,432,000","$26,010,466","3,295,367",IOP
-1.40%,bitqy,-13.08%,-5.00%,$0.008861,"$6,370","$25,816,581","2,913,457,159",BQ
-3.53%,Sprouts,-24.66%,181.15%,$0.000013,"$378,256","$25,802,655","1,944,010,320,643",SPRTS
-1.98%,SpreadCoin,-9.64%,13.25%,$2.73,"$1,916,010","$25,659,940","9,403,930",SPR
-4.29%,GoByte,28.61%,18.49%,$53.03,"$913,280","$25,454,598","480,011",GBX
-5.09%,Espers,-14.62%,-5.74%,$0.001216,"$314,754","$25,445,928","20,929,197,661",ESP
-0.45%,ATLANT,-1.09%,238.36%,$1.92,"$253,343","$25,441,644","13,225,026",ATL
-18.32%,NVO,-24.82%,18.55%,$1.68,"$30,988","$25,259,850","15,000,000",NVST
2.29%,Primecoin,8.75%,51.52%,$1.14,"$932,415","$25,213,042","22,062,515",XPM
-0.05%,OBITS,7.70%,-18.42%,$1.60,"$63,618","$25,154,755","15,674,600",OBITS
0.64%,Russian Miner...,-3.93%,-16.15%,$16338.90,"$206,408","$24,622,722","1,507",RMC
1.08%,FirstCoin,1.69%,-7.93%,$12.98,"$308,764","$24,279,065","1,869,936",FRST
-21.44%,Xaurum,38.12%,30.14%,$0.189998,"$409,011","$24,149,943","127,106,300",XAUR
-2.52%,Neutron,-1.24%,61.17%,$0.725071,"$209,167","$24,131,038","33,280,931",NTRN
9.71%,Bonpay,77.36%,94.39%,$2.13,"$417,233","$24,083,567","11,290,301",BON
1.53%,CVCoin,5.46%,203.20%,$2.44,"$47,991","$23,977,866","9,837,033",CVCOIN
1.85%,onG.social,165.90%,454.49%,$1.75,"$302,489","$23,914,965","13,653,055",ONG
0.67%,Unobtanium,5.68%,34.39%,$120.34,"$80,637","$23,833,230","198,056",UNO
-0.44%,AudioCoin,-21.25%,165.44%,$0.027827,"$1,090,060","$23,531,417","845,644,722",ADC
-1.10%,Bitzeny,-0.06%,53.58%,$0.300893,"$136,238","$22,751,874","75,614,500",ZNY
3.33%,Vcash,-4.06%,0.15%,$1.47,"$498,967","$22,630,990","15,378,075",XVC
3.56%,Qwark,17.03%,25.53%,$0.496980,"$1,341,570","$22,591,164","45,456,887",QWARK
-0.20%,Bitmark,-3.48%,-10.99%,$2.88,"$48,237","$22,392,856","7,781,160",BTM
14.13%,AsiaCoin,54.21%,42.86%,$0.017964,"$48,558","$22,301,945","1,241,514,458",AC
0.22%,Curecoin,-8.47%,-0.70%,$0.926384,"$275,018","$22,078,476","23,832,964",CURE
1.94%,Atmos,-3.48%,-4.89%,$0.214473,"$61,976","$21,524,831","100,361,494",ATMS
-0.50%,Monoeci,5.42%,62.73%,$7.31,"$320,406","$21,021,883","2,875,826",XMCC
-0.17%,CrowdCoin,-1.42%,67.79%,$29.55,"$417,658","$20,878,996","706,532",CRC
-1.26%,LEOcoin,2.20%,-7.84%,$0.215626,"$17,134","$20,753,405","96,247,230",LEO
1.08%,Pluton,-12.57%,-17.70%,$24.37,"$9,825","$20,710,748","850,000",PLU
-3.01%,Lampix,-19.27%,-19.89%,$0.153001,"$724,521","$20,704,404","135,322,017",PIX
-1.56%,Innova,48.09%,76.85%,$14.76,"$767,374","$20,555,342","1,392,799",INN
0.75%,Breakout,17.57%,119.80%,$1.13,"$2,024,650","$20,489,487","18,142,083",BRK
1.27%,Oxycoin,-0.85%,-17.49%,$0.237864,"$74,717","$20,411,489","85,811,596",OXY
-37.71%,Mercury Protocol,-48.31%,63.15%,$0.120388,"$166,516","$20,322,653","168,809,625",GMT
-4.85%,Dotcoin,18.81%,153.85%,$0.073435,"$1,658,050","$20,295,470","276,373,250",DOT
1.00%,Etheroll,-11.58%,-11.62%,$2.84,"$59,522","$19,867,664","7,001,623",DICE
-4.78%,1337,-12.14%,106.98%,$0.000804,"$288,945","$19,780,697","24,594,291,467",1337
12.26%,ChainCoin,17.67%,125.86%,$1.37,"$287,878","$19,730,806","14,448,134",CHC
-1.23%,TransferCoin,-5.38%,3.22%,$3.14,"$692,913","$19,716,586","6,284,191",TX
-1.43%,TrueFlip,-24.77%,30.41%,$3.14,"$464,918","$19,636,347","6,247,267",TFL
-0.47%,Exchange Union,1.01%,-12.33%,$9.73,"$1,089,760","$19,468,940","2,000,000",XUC
0.94%,Pesetacoin,-2.08%,4.86%,$0.147000,"$295,745","$19,442,537","132,262,154",PTC
-0.01%,Wild Crypto,-15.82%,-29.10%,$0.793386,"$75,211","$19,337,559","24,373,456",WILD
8.67%,Carboncoin,33.40%,445.49%,$0.001244,"$76,255","$19,142,432","15,392,013,549",CARBON
3.71%,eBoost,2.67%,196.07%,$1.58,"$13,181,000","$18,910,680","12,000,000",EBST
-4.32%,Sharechain,-8.11%,91.39%,$0.010240,"$107,237","$18,882,064","1,844,023,561",SSS
0.85%,Bela,-0.30%,2.04%,$0.471524,"$415,346","$18,597,897","39,442,100",BELA
2.86%,Opus,-24.06%,179.96%,$0.132743,"$236,489","$18,594,712","140,080,549",OPT
-2.39%,Riecoin,12.12%,41.71%,$0.450966,"$1,567,330","$18,304,022","40,588,475",RIC
1.03%,VeriumReserve,-12.59%,67.76%,$12.60,"$1,705,170","$18,275,678","1,449,933",VRM
2.54%,DopeCoin,-6.73%,-13.68%,$0.156077,"$440,020","$18,236,853","116,845,228",DOPE
3.13%,Memetic / Pep...,-7.64%,2.42%,$0.958117,"$1,844,700","$18,163,801","18,957,811",MEME
1.87%,GoldCoin,9.13%,23.88%,$0.445123,"$319,600","$18,141,577","40,756,324",GLD
0.87%,IntenseCoin,-12.19%,97.05%,$0.055118,"$143,829","$18,096,705","328,326,593",ITNS
1.14%,Sumokoin,-3.16%,8.07%,$6.39,"$428,621","$18,074,139","2,827,061",SUMO
1.23%,Sphere,-1.75%,-38.63%,$5.85,"$1,332,480","$18,043,062","3,082,940",SPHR
2.77%,Pirl,-2.88%,14.12%,$2.35,"$285,579","$17,970,914","7,663,176",PIRL
1.36%,CannabisCoin,-9.39%,-18.77%,$0.229315,"$1,241,170","$17,710,267","77,231,176",CANN
5.26%,AdShares,9.19%,47.06%,$0.942212,"$225,550","$17,108,608","18,157,918",ADST
9.56%,Altcoin,-10.77%,273.97%,$136.25,"$20,404","$16,782,630","123,175",ALT
-2.65%,Sexcoin,7.65%,-25.20%,$0.131730,"$300,170","$16,556,618","125,686,007",SXC
6.24%,TrezarCoin,0.76%,4.65%,$0.189862,"$39,539","$16,418,582","86,476,400",TZC
3.20%,Payfair,-11.68%,62.94%,$0.215457,"$128,747","$16,389,876","76,070,288",PFR
-4.19%,UFO Coin,4.31%,30.63%,$0.004627,"$41,275","$16,381,578","3,540,470,012",UFO
1.83%,Royal Kingdom...,3.70%,253.78%,$6.03,"$732,576","$16,280,055","2,700,000",RKC
17.33%,Syndicate,15.14%,9.90%,$0.943722,"$1,168,800","$16,232,613","17,200,630",SYNX
-5.46%,Synergy,-4.36%,5.37%,$4.81,"$88,839","$16,062,648","3,336,113",SNRG
0.54%,B2B,-22.85%,32.05%,$0.967502,"$56,283","$15,906,643","16,440,941",B2B
1.65%,Universal Cur...,-1.30%,-14.75%,$1.26,"$78,278","$15,900,611","12,636,983",UNIT
7.19%,Creativecoin,6.74%,63.42%,$1.20,"$366,406","$15,764,666","13,125,627",CREA
-0.83%,Bowhead,-12.23%,467.19%,$1.97,"$39,958","$15,726,880","8,000,000",AHT
1.27%,Kore,-6.35%,6.01%,$7.77,"$895,619","$15,718,152","2,022,465",KORE
5.08%,HyperStake,5.80%,-7.75%,$0.014056,"$68,210","$15,539,750","1,105,567,785",HYP
1.04%,BitcoinZ,0.50%,41.29%,$0.017386,"$241,226","$15,467,970","889,700,112",BTCZ
2.18%,Breakout Stake,17.25%,21.35%,$2.47,"$660,654","$15,451,137","6,268,082",BRX
2.00%,Auroracoin,-4.49%,-5.57%,$1.77,"$145,691","$15,313,737","8,658,139",AUR
0.79%,The ChampCoin,-3.45%,-9.80%,$0.092131,"$1,054","$15,194,739","164,925,727",TCC
-20.75%,Blockpool,11.18%,27.99%,$0.680713,"$193,089","$15,175,741","22,293,890",BPL
3.98%,Rupee,-2.77%,106.09%,$0.663964,"$154,450","$15,170,316","22,848,100",RUP
7.54%,Crave,-8.86%,28.98%,$10.22,"$144,377","$15,147,110","1,482,656",CRAVE
2.51%,Bitdeal,-9.23%,-22.99%,$0.084945,"$195,936","$14,915,053","175,583,793",BDL
1.25%,Privatix,-3.04%,88.47%,$12.60,"$79,704","$14,902,442","1,182,668",PRIX
0.23%,Bitcoin Plus,-8.75%,-3.12%,$141.06,"$140,150","$14,799,837","104,916",XBC
2.35%,Startcoin,-4.27%,9.73%,$0.327660,"$970,429","$14,770,842","45,079,785",START
16.45%,DNotes,7.99%,7.73%,$0.112521,"$23,050","$14,712,885","130,756,792",NOTE
3.26%,Social,2.31%,62.50%,$0.877320,"$66,249","$14,663,544","16,714,020",SCL
-4.68%,NobleCoin,-3.39%,116.35%,$0.006260,"$578,244","$14,523,497","2,320,047,488",NOBL
1.03%,Blitzcash,-9.18%,0.97%,$3.52,"$165,291","$14,483,406","4,118,559",BLITZ
0.61%,Tao,-15.39%,-2.17%,$0.435886,"$1,430","$14,262,053","32,719,687",XTO
-3.18%,HelloGold,-6.69%,9.27%,$0.053904,"$66,200","$14,178,594","263,034,654",HGT
1.20%,Indorse Token,-1.85%,-1.08%,$0.304419,"$1,077,310","$14,157,977","46,508,192",IND
1.50%,REX,-10.82%,36.08%,$1.62,"$20,588","$14,067,666","8,660,756",REX
0.50%,Novacoin,-5.43%,-2.53%,$7.20,"$122,995","$14,059,095","1,952,470",NVC
1.05%,Astro,-8.59%,14.22%,$4.16,"$18,148","$13,793,599","3,313,833",ASTRO
0.35%,EncryptoTel [...,-24.15%,-15.64%,$0.218849,"$5,200","$13,597,349","62,131,190",ETT
0.70%,vSlice,-1.08%,36.40%,$0.403274,"$14,580","$13,465,519","33,390,496",VSL
0.64%,CHIPS,13.13%,93.52%,$0.653217,"$3,154","$13,378,269","20,480,590",CHIPS
-24.70%,DCORP,-24.00%,48.87%,$1.65,"$68,180","$13,370,321","8,094,002",DRP
1.20%,Zeitcoin,-25.22%,89.58%,$0.000361,"$75,082","$13,340,123","36,971,171,319",ZEIT
4.32%,Internxt,-18.25%,21.75%,$20.85,"$65,243","$13,129,500","629,610",INXT
2.18%,2GIVE,-12.15%,3.89%,$0.025054,"$238,195","$13,011,760","519,348,623",2GIVE
0.64%,HollyWoodCoin,-4.52%,5.06%,$13.59,"$301,279","$12,932,691","951,605",HWC
1.32%,Farad,18.55%,-23.93%,$0.097520,"$68,985","$12,874,823","132,022,653",FRD
0.65%,Ellaism,-2.53%,198.49%,$3.39,"$266,273","$12,852,022",,ELLA
4.92%,APX,-2.83%,1.76%,$18.24,"$123,311","$12,822,821",,APX
-1.05%,WorldCoin,40.39%,87.86%,$0.107122,"$99,026","$12,622,125","117,829,437",WDC
7.00%,ELTCOIN,-23.85%,244.05%,$0.138308,"$100,211","$12,447,720","90,000,000",ELTCOIN
-0.74%,Magnet,-1.59%,-10.89%,$1.27,"$275,337","$12,327,263","9,677,778",MAG
0.79%,Hubii Network,-20.67%,98.75%,$0.939076,"$21,799","$12,300,697","13,098,723",HBT
0.75%,Ixcoin,0.16%,94.06%,$0.584194,"$18,690","$12,267,541","20,999,088",IXC
-2.88%,Masternodecoin,-13.69%,-3.43%,$0.260879,"$33,236","$12,217,883","46,833,525",MTNC
-2.30%,ToaCoin,-6.18%,-5.60%,$0.009135,"$51,503","$12,159,707","1,331,155,614",TOA
-5.22%,Bitcloud,-7.42%,-1.23%,$0.699080,"$17,926","$12,143,002","17,369,975",BTDX
0.36%,Qvolta,-14.35%,-31.94%,$1.79,"$270,136","$12,055,763","6,731,528",QVT
-7.53%,BuzzCoin,-21.00%,47.91%,$0.001090,"$222,888","$12,028,778","11,031,022,268",BUZZ
1.88%,Quark,15.48%,76.68%,$0.047037,"$47,610","$11,942,095","253,888,346",QRK
-1.57%,E-Dinar Coin,-3.14%,7.98%,$0.013386,"$278,679","$11,863,100","886,211,988",EDR
-8.72%,REAL,-30.30%,28.77%,$1.17,"$19,943","$11,796,177","10,055,817",REAL
28.57%,Embers,-14.62%,68.49%,$0.230331,"$55,820","$11,516,550","50,000,000",MBRS
4.10%,Linx,27.31%,60.91%,$0.758850,"$293,871","$11,375,541","14,990,500",LINX
0.62%,TrustPlus,1.96%,1.60%,$0.354234,"$190,048","$11,366,163","32,086,595",TRUST
-8.41%,Pure,-7.81%,-25.45%,$3.72,"$241,176","$11,328,225","3,049,181",PURE
0.33%,ExclusiveCoin,-8.91%,-13.83%,$2.53,"$686,086","$11,177,691","4,411,956",EXCL
-22.61%,Ethereum Cash,323.00%,1524.62%,$0.786915,"$2,741,890","$11,095,502","14,100,000",ECASH
0.89%,BitBoost,-4.80%,149.02%,$2.27,"$135,145","$11,046,660","4,862,878",BBT
-0.50%,NuBits,-1.97%,1.93%,$0.994795,"$6,242,580","$11,033,755","11,091,486",USNBT
0.35%,ZrCoin,-15.88%,21.72%,$2.84,"$134,455","$10,810,886",,ZRC
1.96%,vTorrent,-4.79%,17.04%,$0.989896,"$182,261","$10,706,681","10,815,966",VTR
-0.34%,PRIZM,-4.07%,-14.57%,$0.807143,"$8,587","$10,478,172","12,981,804",PZM
-0.49%,Project Decorum,-0.81%,-8.28%,$0.207124,"$136,534","$10,356,200","50,000,000",PDC
6.81%,XGOX,19.68%,102.97%,$0.009736,"$267,969","$10,346,832","1,062,774,453",XGOX
0.39%,Tokes,14.06%,44.93%,$9.08,"$5,209,050","$10,284,622","1,133,007",TKS
-0.59%,EuropeCoin,-4.32%,-8.65%,$1.00,"$96,488","$10,005,293","9,978,451",ERC
5.06%,STRAKS,128.68%,177.49%,$12.79,"$388,030","$9,998,217","781,587",STAK
0.83%,Eroscoin,-7.28%,-9.49%,$0.085806,"$330,371","$9,845,758","114,744,000",ERO
0.16%,VIVO,7.16%,6.97%,$9.34,"$190,781","$9,737,392","1,042,588",VIVO
-1.38%,PopularCoin,-8.19%,818.90%,$0.002858,"$349,031","$9,727,448","3,403,799,946",POP
7.21%,EquiTrader,-8.41%,17.53%,$0.949824,"$133,490","$9,525,304","10,028,494",EQT
0.79%,Anoncoin,-2.27%,-19.68%,$4.50,"$9,146","$9,505,585","2,110,317",ANC
1.76%,Magi,-9.79%,-20.93%,$1.21,"$283,415","$9,407,995","7,746,075",XMG
0.69%,ParkByte,-2.59%,43.89%,$1.97,"$312,887","$9,394,136","4,764,026",PKB
1.28%,Dynamic,-15.34%,-24.26%,$4.89,"$1,125,790","$9,235,830","1,887,926",DYN
-3.76%,DigiPulse,2.38%,60.78%,$6.35,"$28,304","$8,907,895","1,402,641",DGPT
-0.35%,Zephyr,-1.87%,-33.67%,$0.070306,"$72,092","$8,857,916","125,990,535",ZEPH
2.24%,EverGreenCoin,-7.57%,-0.62%,$0.657615,"$124,194","$8,760,287","13,321,301",EGC
2.73%,PutinCoin,-14.84%,-7.20%,$0.027522,"$52,630","$8,702,315","316,191,398",PUT
1.48%,ProCurrency,-18.47%,360.17%,$0.088501,"$665,451","$8,538,186","96,475,474",PROC
0.64%,DraftCoin,-11.57%,96.83%,$3.00,"$94,505","$8,375,669","2,796,186",DFT
-4.41%,Condensate,-6.49%,44.98%,$0.082826,"$102,343","$8,298,013","100,186,330",RAIN
1.11%,CarTaxi Token,6.07%,104.66%,$0.136738,"$39,536","$8,285,613","60,594,811",CTX
0.71%,HunterCoin,-5.35%,-9.64%,$0.396557,"$137,356","$8,272,639","20,861,160",HUC
-10.67%,Unify,-8.12%,82.51%,$0.457871,"$267,610","$8,157,981","17,817,204",UNIFY
0.89%,Regalcoin,9.26%,66.28%,$2.22,"$318,575","$7,905,472","3,555,242",REC
-0.28%,Terracoin,-4.39%,-6.17%,$0.358298,"$27,816","$7,894,817","22,034,221",TRC
1.53%,CampusCoin,-12.76%,252.17%,$0.024186,"$384,369","$7,821,411","323,388,547",CMPCO
0.72%,Ethbits,-8.38%,13.20%,$5.55,"$22,055","$7,723,734","1,391,604",ETBS
10.06%,Renos,5.75%,99.89%,$0.230117,"$40,373","$7,675,800","33,356,077",RNS
2.49%,Goodomy,-4.12%,38.17%,$0.016823,"$9,796","$7,610,065","452,350,000",GOOD
0.71%,FORCE,-8.81%,-33.22%,$0.070978,"$59,505","$7,592,867","106,974,936",FOR
1.05%,SmartBillions,-3.26%,25.50%,$1.07,"$10,931","$7,587,075","7,089,267",SMART
1.46%,IncaKoin,28.54%,19.22%,$0.000628,"$6,491","$7,568,634","12,050,505,929",NKA
0.34%,Karbo,-7.28%,-21.80%,$1.45,"$166,877","$7,406,420","5,123,387",KRB
2.68%,e-Gulden,-7.65%,12.12%,$0.448525,"$299,827","$7,315,321","16,309,728",EFL
-1.56%,MarteXcoin,-13.44%,-19.19%,$2.54,"$4,356","$7,245,260","2,852,296",MXT
-2.69%,Moin,-14.01%,154.76%,$0.978990,"$284,886","$7,204,478","7,359,093",MOIN
-2.93%,eBitcoin,-4.55%,-10.30%,$0.373749,"$77,266","$7,062,782","18,897,126",EBTC
-0.30%,BlueCoin,5.80%,11.96%,$0.012280,"$5,291","$7,056,828","574,683,675",BLU
-6.55%,808Coin,-16.70%,552.47%,$0.001769,$531,"$7,037,931","3,978,187,849",808
4.20%,Greencoin,-16.89%,-15.93%,$0.001893,"$12,669","$7,003,081","3,698,992,641",GRE
-11.75%,bitJob,-33.49%,74.77%,$0.145199,"$68,217","$6,975,939","48,043,991",STU
-16.56%,Footy Cash,-5.95%,45.76%,$1.52,"$80,769","$6,951,538","4,568,481",XFT
-12.36%,InsaneCoin,15.44%,92.41%,$0.376324,"$103,042","$6,917,839","18,382,668",INSN
-3.35%,Copico,6.51%,-6.69%,$0.436718,"$180,204","$6,876,853","15,746,668",XCPO
-5.91%,CryptoPing,-10.71%,15.31%,$0.688365,"$31,719","$6,850,670","9,952,089",PING
29.40%,Hawala.Today,-10.03%,73.45%,$20.15,"$153,238","$6,807,773","337,793",HAT
0.79%,LuckChain,41.65%,111.94%,$0.009424,"$11,904","$6,746,665","715,868,299",BASH
1.56%,FLiK,-19.39%,72.95%,$0.110807,"$59,756","$6,662,125","60,123,682",FLIK
1.74%,ArcticCoin,-4.65%,79.31%,$0.266839,"$113,466","$6,569,320","24,619,041",ARC
-8.41%,Denarius,-13.00%,-24.51%,$3.01,"$70,392","$6,449,723","2,141,122",DNR
-4.76%,Dinastycoin,-8.46%,117.27%,$0.004454,"$30,096","$6,418,128","1,440,922,469",DCY
-1.99%,FujiCoin,-10.19%,102.12%,$0.004934,"$60,644","$6,218,945","1,260,523,779",FJC
-0.56%,Yocoin,-8.42%,-21.66%,$0.056639,"$51,845","$6,218,645","109,794,600",YOC
-16.65%,Bitradio,22.67%,31.19%,$1.02,"$39,128","$6,144,721","6,017,158",BRO
0.64%,LiteDoge,-20.44%,85.42%,$0.000408,"$21,303","$6,091,929","14,921,653,519",LDOGE
-3.53%,LeviarCoin,-7.19%,185.88%,$0.589392,"$131,098","$6,063,206","10,287,221",XLC
0.99%,Emphy,-24.20%,249.03%,$0.790861,"$22,022","$6,039,725","7,636,898",EPY
0.23%,MCAP,-4.04%,-10.99%,$0.573671,"$59,455","$6,017,809","10,490,000",MCAP
1.43%,Ergo,-4.21%,-3.38%,$15.10,"$16,887","$6,000,342","397,300",EFYT
1.05%,Gimli,-17.22%,32.09%,$0.074805,"$16,079","$5,984,376","80,000,000",GIM
1.24%,ERC20,0.36%,78.61%,$0.003779,"$108,920","$5,950,348","1,574,741,156",ERC20
-9.77%,BunnyCoin,-28.21%,3.52%,$0.000058,"$1,096","$5,928,106","102,436,735,392",BUN
1.28%,NEVERDIE,-5.16%,57.82%,$0.140333,"$41,543","$5,754,242","41,004,200",NDC
-7.96%,Adzcoin,36.59%,187.16%,$0.131940,"$95,554","$5,743,624","43,532,093",ADZ
8.63%,Link Platform,32.68%,47.04%,$119.90,$657,"$5,695,783","47,503",LNK
1.12%,Cryptonite,-1.52%,56.36%,$0.014663,"$159,932","$5,624,839","383,594,550",XCN
1.30%,Primalbase Token,3.98%,-18.67%,$5606.20,"$1,183,970","$5,606,200","1,000",PBT
0.79%,CryptoForecast,15.65%,-10.62%,$0.120920,"$29,556","$5,562,320","46,000,000",CFT
0.60%,Starta,-7.00%,67.50%,$1.07,"$13,116","$5,555,230",,STA
0.61%,Crypto Bullion,-0.68%,25.69%,$5.51,"$4,654","$5,547,297","1,007,436",CBX
5.54%,UnbreakableCoin,36.59%,-1.54%,$2.32,"$8,862,350","$5,284,397","2,278,150",UNB
8.92%,FundYourselfNow,-2.02%,27.07%,$6.15,"$7,603","$5,230,756","850,000",FYN
-24.17%,Interstellar ...,-35.20%,-25.91%,$0.051713,"$51,712","$5,154,927","99,683,382",HOLD
0.74%,Bytecent,-6.57%,21.77%,$2.57,"$254,986","$5,001,100","1,948,121",BYC
-11.11%,KiloCoin,235.90%,288.34%,$0.025368,"$1,545","$4,979,765","196,297,971",KLC
2.59%,Canada eCoin,25.63%,81.16%,$0.050995,"$57,035","$4,967,706","97,415,544",CDN
5.67%,DigitalPrice,-23.96%,38.12%,$0.272890,"$69,532","$4,901,943","17,963,074",DP
0.99%,Intelligent T...,-1.53%,14.19%,$0.487480,"$9,151","$4,776,280","9,797,899",ITT
-3.92%,FlutterCoin,-12.08%,-38.36%,$0.014425,"$23,661","$4,648,009","322,214,524",FLT
7.92%,MazaCoin,15.59%,64.99%,$0.004355,"$33,588","$4,595,797","1,055,345,280",MZC
12.17%,Version,-17.85%,100.14%,$0.009655,"$14,881","$4,584,425","474,814,110",V
2.15%,InflationCoin,-2.19%,41.71%,$0.000127,"$7,714","$4,544,460","35,853,725,498",IFLT
1.16%,Kolion,-6.94%,-6.91%,$7.39,"$603,655","$4,435,878","600,000",KLN
-2.89%,Oceanlab,-9.10%,-13.09%,$0.094831,"$6,928","$4,409,637","46,500,000",OCL
0.87%,Darcrus,0.18%,-33.02%,$0.322980,"$11,082","$4,392,653","13,600,388",DAR
